20200106,11,11,202002,0,5307,5488,5302,5476,5476,312,1676
20200106,11,11,202004,0,5314,5501,5300,5480,5480,1875,13702
20200106,11,11,202006,0,5311,5492,5300,5478,5478,1920,10896
20200106,11,11,202008,0,5310,5482,5293,5472,5472,7229,12187
20200106,11,11,202010,0,5302,5481,5292,5474,5474,11511,26493
20200106,11,11,202012,0,5303,5483,5293,5473,5473,39683,20452
20200106,11,12,202002,0,63.9,63.9,63.9,63.9,63.9,1,82
20200106,11,12,202004,0,63.5,63.6,63.5,63.6,63.6,4,73
20200106,11,12,202006,0,64.0,64.0,63.7,63.7,63.7,4,149
20200106,11,12,202008,0,63.2,64.0,63.2,63.9,63.9,28,385
20200106,11,12,202010,0,62.6,64.3,62.6,64.1,64.1,62,329
20200106,11,12,202012,0,62.9,64.4,62.8,64.2,64.2,131,125
20200106,11,13,202002,0,3328,3438,3327,3430,3430,227,1190
20200106,11,13,202004,0,3333,3437,3329,3429,3429,169,4558
20200106,11,13,202006,0,3331,3436,3327,3421,3421,241,4276
20200106,11,13,202008,0,3320,3435,3320,3414,3414,2133,8672
20200106,11,13,202010,0,3327,3441,3327,3420,3420,5904,16481
20200106,11,13,202012,0,3335,3449,3334,3427,3427,13306,9581
20200106,11,14,202002,0,,,,,6595,,265
20200106,11,14,202004,0,,,,,6573,,103
20200106,11,14,202006,0,,,,,6351,,183
20200106,11,14,202008,0,6578,6863,6578,6859,6859,14,273
20200106,11,14,202010,0,6455,6718,6449,6700,6700,117,451
20200106,11,14,202012,0,6413,6690,6400,6671,6671,154,87
20200106,11,201,202003,0,25000,25000,25000,25000,25000,1,120
20200106,11,201,202005,0,25070,25290,24740,24750,24750,13,232
20200106,11,201,202007,0,23730,23780,23640,23680,23680,22,472
20200106,11,201,202009,0,23760,23760,23450,23680,23680,8,232
20200106,11,201,202011,0,24360,24400,24190,24400,24400,60,279
20200106,11,201,202101,0,24720,24720,24060,24480,24480,201,486
20200106,11,202,202002,0,,,,,44000,,0
20200106,11,202,202004,0,,,,,48900,,0
20200106,11,202,202006,0,,,,,48900,,0
20200106,11,202,202008,0,,,,,48900,,0
20200106,11,202,202010,0,,,,,48900,,0
20200106,11,202,202012,0,,,,,48900,,0
20200106,11,204,202001,0,,,,,16680,,4
20200106,11,204,202002,0,,,,,17300,,0
20200106,11,204,202003,0,,,,,17300,,0
20200106,11,204,202004,0,,,,,17700,,0
20200106,11,204,202005,0,,,,,17700,,0
20200106,11,204,202006,0,,,,,17700,,0
20200106,11,31,202002,0,59000,61400,58900,60830,60830,27,383
20200106,11,31,202003,0,58330,60870,58330,60650,60650,19,255
20200106,11,31,202004,0,58100,59850,57430,59600,59600,45,454
20200106,11,31,202005,0,57060,59040,56530,58890,58890,57,466
20200106,11,31,202006,0,56580,58470,56010,58180,58180,374,1647
20200106,11,31,202007,0,56200,57990,55520,57680,57680,489,497
20200106,11,32,202002,0,65010,65400,65000,65050,65050,51,457
20200106,11,32,202003,0,64490,64750,64400,64400,64400,35,271
20200106,11,32,202004,0,63690,63840,63500,63570,63570,36,428
20200106,11,32,202005,0,60500,62810,60500,62490,62490,35,283
20200106,11,32,202006,0,59840,61730,59410,61400,61400,257,618
20200106,11,32,202007,0,59300,61180,58990,60860,60860,245,241
20200106,11,34,202002,0,,,,,68700,,0
20200106,11,34,202003,0,,,,,68400,,0
20200106,11,34,202004,0,,,,,68100,,0
20200106,11,34,202005,0,,,,,67800,,0
20200106,11,34,202006,0,,,,,67500,,0
20200106,11,34,202007,0,,,,,67200,,0
20200106,11,37,202002,0,,,,,60000,,32
20200106,11,37,202003,0,61020,62000,61020,62000,62000,3,11
20200106,11,37,202004,0,61000,61000,61000,61000,61000,1,7
20200106,11,37,202005,0,,,,,57500,,3
20200106,11,37,202006,0,,,,,58500,,1
20200106,11,37,202007,0,,,,,58000,,0
20200106,11,38,202002,0,,,,,65000,,104
